1.649376	2.142381	ZAPAL
2.157868	2.865112	SWIATLO
2.955454	3.285845	W
3.595587	3.954371	KUCHNI
5.260450	5.877352	OTWÓRZ
6.058035	6.512323	DRZWI
6.945962	7.294421	DO
7.503497	8.055870	GARAZU
9.209659	9.774938	WLACZ
9.963364	10.691257	ZMYWARKE
11.635970	12.265779	WYLACZ
12.487760	13.151124	TELEWIZOR
14.170691	14.756619	PODNIES
14.981182	15.660033	ROLETY
15.776187	16.088510	W
16.442132	17.126145	SYPIALNI
18.070858	18.811657	ZAMKNIJ
19.173022	19.557619	BRAME
20.507494	21.145046	ZWIEKSZ
21.452206	22.216236	OGRZEWANIE
22.559534	22.799584	O
23.215154	23.739134	JEDEN
24.095337	24.645129	STOPIEN
25.793755	26.570691	ZAKREC
26.790092	27.386345	WODE
27.739967	28.067777	W
28.550458	29.185429	LAZIENCE
30.287594	30.860616	USTAW
31.301998	31.787261	ALARM
32.682931	33.341132	PRZYCISZ
33.782515	34.327144	RADIO
35.256370	35.744213	ZMIEN
36.317236	36.797336	KANAL
37.894338	38.451873	PODLEJ
38.839051	39.548876	KWIATKI
40.240633	40.942714	ZAPARZ
41.198251	41.642215	KAWE
42.620483	43.242548	WYLACZ
43.477435	44.011740	ALARM
44.264696	44.638968	W
44.964197	45.583680	GARAZU
46.546461	47.207244	ZAGOTUJ
47.233056	47.754455	WODE
