2.746378	3.319400	ZAPAL
3.319400	4.124729	SWIATLO
4.166028	4.620316	W
4.733888	5.146878	KUCHNI
6.145795	6.775604	OTWORZ
6.775604	7.397669	DRZWI
7.506078	7.924230	DO
8.048127	8.641799	GARAZU
9.648460	10.293755	WLACZ
10.386678	11.124896	ZMYWARKE
11.961199	12.668443	WYLACZ
12.890425	13.597669	TELEWIZOR
14.578518	15.239301	PODNIES
15.363197	16.127227	ROLETY
16.240799	16.648626	W
16.880933	17.588177	SYPIALNI
18.445129	19.198834	ZAMKNIJ
19.286595	19.833805	BRAME
20.794005	21.423813	ZWIEKSZ
21.485762	22.342714	OGRZEWANIE
22.595670	22.936386	O
22.957036	23.550708	JEDEN
23.550708	24.206328	STOPIEN
25.171690	25.997669	ZAKREC
26.064779	26.741049	WODE
26.792673	27.257286	W
27.437968	28.150375	LAZIENCE
29.175104	29.804913	USTAW
29.995920	30.522481	ALARM
31.400083	32.055704	PRZYCISZ
32.254455	32.750042	RADIO
33.550208	34.115487	ZMIEN
34.203247	34.701415	KANAL
35.573855	36.084929	PODLEJ
36.141715	36.805079	KWIATKI
37.718818	38.366694	ZAPARZ
38.547377	39.050708	KAWE
39.863780	40.547794	WYLACZ
40.756869	41.262781	ALARM
41.458951	41.797086	W
42.029392	42.710824	GARAZU
43.547127	44.275021	ZAGOTUJ
44.411823	44.907410	WODE
