1.641897	2.246377	ZAPAL
2.605797	3.365481	SWIATLO
3.598287	3.908696	W
4.390646	4.758235	KUCHNI
5.816074	6.412385	OTWORZ
6.469565	7.049539	DRZWI
7.151647	7.633597	DO
7.678524	8.352437	GARAZU
9.308169	9.863636	WLACZ
10.010672	10.839789	ZMYWARKE
11.758762	12.420422	WYLACZ
12.706324	13.429249	TELEWIZOR
14.417655	14.969038	PODNIES
15.054809	15.794071	ROLETY
15.871673	16.247431	W
16.349539	17.068379	SYPIALNI
17.987352	18.853228	ZAMKNIJ
19.143215	19.608827	BRAME
20.572727	21.197628	ZWIEKSZ
21.254809	22.128854	OGRZEWANIE
22.324901	22.602635	O
22.676153	23.239789	JEDEN
23.313307	23.974967	STOPIEN
25.249275	26.070224	ZAKREC
26.151910	26.805402	WODE
26.891173	27.348617	W
27.467062	28.210408	LAZIENCE
29.305007	30.019763	USTAW
30.301581	30.852964	ALARM
31.714756	32.409091	PRZYCISZ
32.588801	33.164690	RADIO
34.006061	34.577866	ZMIEN
34.696311	35.219104	KANAL
36.223847	36.824242	PODLEJ
36.861001	37.522661	KWIATKI
38.449802	39.180896	ZAPARZ
39.299341	39.781291	KAWE
40.700264	41.435441	WYLACZ
41.713175	42.264559	ALARM
42.407510	42.803689	W
43.089592	43.714493	GARAZU
44.608959	45.315547	ZAGOTUJ
45.315547	45.871014	WODE
