0.260000	1.039000	ZAPAL
1.437000	2.299000	SWIATLO
3.276000	3.668000	W
4.225000	4.754000	KUCHNI
5.625000	6.349000	OTWÓRZ
7.228000	7.699000	DRZWI
8.560000	8.853000	DO
9.322000	9.841000	GARAZU
10.898000	11.435000	WLACZ
11.611000	12.473000	ZMYWARKE
13.216000	13.941000	WYLACZ
14.214000	14.860000	TELEWIZOR
15.819000	16.453000	PODNIES
16.768000	17.453000	ROLETY
18.040000	18.372000	W
18.783000	19.468000	SYPIALNI
20.202000	20.936000	ZAMKNIJ
21.395000	21.924000	BRAME
22.686000	23.362000	ZWIEKSZ
23.841000	24.603000	OGRZEWANIE
25.162000	25.366000	O
26.170000	26.708000	JEDEN
27.060000	27.510000	STOPIEN
28.546000	29.193000	ZAKREC
29.506000	29.995000	WODE
30.425000	30.777000	W
31.335000	32.049000	LAZIENCE
32.704000	33.233000	USTAW
33.643000	34.055000	ALARM
34.661000	35.424000	PRZYCISZ
35.904000	36.422000	RADIO
37.391000	37.850000	ZMIEN
38.389000	38.888000	KANAL
39.690000	40.228000	PODLEJ
40.786000	41.568000	KWIATKI
42.273000	43.006000	ZAPARZ
43.398000	43.926000	KAWE
44.689000	45.403000	WYLACZ
45.795000	46.372000	ALARM
47.115000	47.507000	W
47.781000	48.466000	GARAZU
49.131000	50.001000	ZAGOTUJ
50.207000	50.774000	WODE
