1,540000	2,247000	ZAPAL
2,605000	3,448000	SWIATLO
3,703000	4,248000	W
4,759000	5,338000	KUCHNI
5,865000	6,632000	OTWORZ
7,202000	7,636000	DRZWI
8,139000	8,522000	DO
8,794000	9,526000	GARAZU
10,190000	10,769000	WLACZ
11,306000	12,166000	ZMYWARKE
12,702000	13,519000	WYLACZ
13,775000	14,532000	TELEWIZOR
15,239000	16,056000	PODNIES
16,261000	17,095000	ROLETY
17,521000	17,895000	W
18,176000	18,968000	SYPIALNI
19,436000	20,126000	ZAMKNIJ
20,569000	21,139000	BRAME
21,633000	22,322000	ZWIEKSZ
22,620000	23,446000	OGRZEWANIE
24,025000	24,298000	O
24,800000	25,396000	JEDEN
25,609000	26,247000	STOPIEN
26,852000	27,678000	ZAKREC
27,984000	28,563000	WODE
29,236000	29,491000	W
29,934000	30,666000	LAZIENCE
31,262000	31,790000	USTAW
32,173000	32,709000	ALARM
33,365000	34,233000	PRZYCISZ
34,531000	35,119000	RADIO
35,646000	36,166000	ZMIEN
36,745000	37,349000	KANAL
38,149000	38,771000	PODLEJ
39,222000	40,005000	KWIATKI
40,567000	41,265000	ZAPARZ
41,580000	42,142000	KAWE
42,670000	43,411000	WYLACZ
43,751000	44,356000	ALARM
44,858000	45,241000	W
45,488000	46,161000	GARAZU
46,919000	47,864000	ZAGOTUJ
48,085000	48,664000	WODE
