2,233000	2,940000	ZAPAL
2,978000	3,732000	SWIATLO
4,075000	4,180000	W
4,285000	4,839000	KUCHNI
5,612000	6,290000	OTWORZ
6,710000	7,235000	DRZWI
7,764000	8,113000	DO
8,501000	9,131000	GARAZU
9,926000	10,449000	WLACZ
10,701000	11,603000	ZMYWARKE
12,465000	13,183000	WYLACZ
13,377000	14,045000	TELEWIZOR
14,898000	15,548000	PODNIES
15,780000	16,459000	ROLETY
16,779000	17,109000	W
17,361000	18,146000	SYPIALNI
19,018000	19,716000	ZAMKNIJ
20,084000	20,695000	BRAME
21,315000	22,120000	ZWIEKSZ
22,537000	23,351000	OGRZEWANIE
23,933000	24,194000	O
24,640000	25,164000	JEDEN
25,474000	26,123000	STOPIEN
26,860000	27,684000	ZAKREC
27,946000	28,556000	WODE
29,051000	29,380000	W  
29,972000	30,728000	LAZIENCE
31,484000	32,017000	USTAW
32,337000	32,948000	ALARM
33,432000	34,111000	PRZYCISZ
34,596000	35,158000	RADIO
35,652000	36,224000	ZMIEN
36,864000	37,349000	KANAL
38,085000	38,647000	PODLEJ
39,055000	39,811000	KWIATKI
40,693000	41,488000	ZAPARZ
41,895000	42,399000	KAWE
43,329000	44,115000	WYLACZ
44,483000	45,200000	ALARM
45,714000	46,111000	W
46,528000	47,207000	GARAZU
47,827000	48,593000	ZAGOTUJ
48,816000	49,620000	WODE
